iter	RMSE
0	0.0197962786
1	0.01833644616
2	0.0171259226
3	0.01596871816
4	0.01495012612
5	0.01413385732
6	0.0133493361
7	0.01265153943
8	0.01210778786
9	0.01158822135
10	0.01115356676
11	0.01075173681
12	0.01045193041
13	0.01017990958
14	0.009906352982
15	0.00968762015
16	0.009475807924
17	0.009321122967
18	0.00915793679
19	0.008977165767
20	0.008832166954
21	0.008692554097
22	0.008595208879
23	0.008517687485
24	0.008426904622
25	0.008323470679
26	0.008257972207
27	0.008177550787
28	0.008117489828
29	0.008055867318
30	0.008005387918
31	0.007944327999
32	0.007904743507
33	0.007856735624
34	0.007799677869
35	0.007759380924
36	0.007727903494
37	0.007696079316
38	0.007658309805
39	0.007641145281
40	0.007623583446
41	0.00760877063
42	0.00758154562
43	0.007550163424
44	0.007531090526
45	0.00750903347
46	0.007484269831
47	0.007472081269
48	0.007459822691
49	0.007439028449
50	0.007421166405
51	0.007381915503
52	0.007348010252
53	0.007325746666
54	0.007314039145
55	0.007273734016
56	0.007253388116
57	0.007237913914
58	0.007220403823
59	0.007204464937
60	0.007187958929
61	0.007171155443
62	0.007156730627
63	0.007140403322
64	0.007117766251
65	0.00709940702
66	0.007084150343
67	0.007061315988
68	0.00705172051
69	0.007031994939
70	0.00701636742
71	0.006996461172
72	0.006983882375
73	0.006970571539
74	0.006958012996
75	0.006942555814
76	0.006927001936
77	0.006909643822
78	0.006892807759
79	0.006881778483
80	0.006857708276
81	0.006846013231
82	0.006815070662
83	0.006802354995
84	0.006787752129
85	0.006769446212
86	0.00675402111
87	0.006737303213
88	0.006726786894
89	0.006715732213
90	0.006694112978
91	0.006686789582
92	0.006673715755
93	0.006657554511
94	0.00664987776
95	0.00663406757
96	0.006624570041
97	0.006614834953
98	0.00660335332
99	0.00659140352
100	0.00658125453
101	0.006565392994
102	0.00655208374
103	0.006543549567
104	0.006528625879
105	0.006521998508
106	0.006511753766
107	0.006498307012
108	0.006481226803
109	0.006468072214
110	0.006461983028
111	0.006450267791
112	0.00643880612
113	0.006421459651
114	0.006410229665
115	0.006393242467
116	0.006378774464
117	0.006370096438
118	0.006357798948
119	0.006343410823
120	0.006327951207
121	0.006316252881
122	0.006298138074
123	0.006289678408
124	0.006280376891
125	0.006267984773
126	0.006258979678
127	0.006248773823
128	0.00624325092
129	0.006233245084
130	0.006226730043
131	0.006214886418
132	0.00620324246
133	0.006199720081
134	0.006191426231
135	0.006183204419
136	0.006174289269
137	0.006159360162
138	0.006151801961
139	0.006144804597
140	0.006136940596
141	0.006127976964
142	0.006115715196
143	0.006109789246
144	0.006104809611
145	0.006095706614
146	0.006085146716
147	0.006073572629
148	0.006066194516
149	0.006059080895
150	0.006050155888
151	0.006044956982
152	0.006030744375
153	0.006027586905
154	0.006016551497
155	0.006008893421
156	0.006001806434
157	0.005998186892
158	0.005988907621
159	0.005984251023
160	0.005976018908
161	0.005971874044
162	0.005966110219
163	0.005958857917
164	0.005952037819
165	0.005945272909
166	0.005942895017
167	0.005937952813
168	0.005930487792
169	0.005919751436
170	0.005912814778
171	0.005904445121
172	0.005899353095
173	0.005894268207
174	0.005885479442
175	0.00587865983
176	0.005868064574
177	0.005860348801
178	0.005854782784
179	0.005851301719
180	0.005850220329
181	0.005845195527
182	0.005841651132
183	0.005836777796
184	0.005834444453
185	0.00583083585
186	0.005827120745
187	0.005820475187
188	0.005817023628
189	0.005809262176
190	0.005802383692
191	0.005798864856
192	0.005792061788
193	0.005785261936
194	0.005783245937
195	0.005774764651
196	0.005770071609
197	0.005761521879
198	0.005756386008
199	0.005750092329
200	0.005746078411
201	0.0057419325
202	0.005737474467
203	0.005734359506
204	0.005728010267
205	0.005720850906
206	0.005716454558
207	0.005712465615
208	0.005704746305
209	0.005701907492
210	0.005697295019
211	0.005693861599
212	0.005686934282
213	0.00567811989
214	0.005672070938
215	0.005666973714
216	0.005664039144
217	0.005659461487
218	0.00565586179
219	0.005646586962
220	0.005640316536
221	0.00562942567
222	0.005625787788
223	0.005619541428
224	0.005617009634
225	0.005614934465
226	0.00561090399
227	0.005603038725
228	0.005594855402
229	0.005592501895
230	0.005583739575
231	0.005579239478
232	0.005576381359
233	0.005576053522
234	0.005568827683
235	0.005565630398
236	0.005562994032
237	0.00555612154
238	0.005550357733
239	0.005545831966
240	0.005540080962
241	0.005534729501
242	0.005530730122
243	0.005526907503
244	0.005524281653
245	0.005520104145
246	0.005515707504
247	0.00551281195
248	0.005510007032
249	0.005507005663
250	0.005500780109
251	0.005496494433
252	0.005488141659
253	0.005481888401
254	0.005472204966
255	0.005468039338
256	0.005462962311
257	0.005457795924
258	0.005452570806
259	0.005446518225
260	0.005441492215
261	0.005433474595
262	0.005429286764
263	0.005418926094
264	0.005415461329
265	0.0054109732
266	0.005407840108
267	0.005406404062
268	0.005403454495
269	0.005395896954
270	0.0053945345
271	0.005388466496
272	0.005384433604
273	0.005376203514
274	0.005371903132
275	0.005370080989
276	0.005365519804
277	0.005359395625
278	0.005352708692
279	0.005352019211
280	0.005349948562
281	0.005344506411
282	0.005342736124
283	0.005339139642
284	0.005336120053
285	0.005333620634
286	0.005331467882
287	0.00532376006
288	0.005315826387
289	0.005309235135
290	0.005307098684
291	0.005304136955
292	0.005300696583
293	0.005298783096
294	0.005296579753
295	0.005289697395
296	0.00528725472
297	0.005277122134
298	0.005275440374
299	0.005272129251
